"Ort","Bundesland","Bezeichnung","Kürzel","Score","Ø Höchst&shy;temperatur","Ø Sonnen&shy;stunden pro Tag","Tage ohne Niederschlag","Gesamtnieder&shy;schlag in mm"
"Rathen","Sachsen","Rathen, Sachsen","(SN)",6,5.55,0.504431944444444,0,1.8
"Meißen","Sachsen","Meißen, Sachsen","(SN)",6.5,5.05,3.54752916666667,1,2.1
"Rottach-Egern","Bayern","Rottach-Egern, Bayern","(BY)",6.1,2.75,4.30659444444444,0,8.8
"Eltville am Rhein","Hessen","Eltville am Rhein, Hessen","(HE)",6,6.9,3.64881805555556,0,3.4
"Bad Muskau","Sachsen","Bad Muskau, Sachsen","(SN)",6.4,4.3,3.608775,1,1.8
"Boppard","Rheinland-Pfalz","Boppard, Rheinland-Pfalz","(RP)",6.2,3.9,2.07241666666667,0,1.6
"Bad Tölz","Bayern","Bad Tölz, Bayern","(BY)",6,3,4.3585875,0,8.7
"Xanten","Nordrhein-Westfalen","Xanten, Nordrhein-Westfalen","(NW)",5.8,1.55,3.53528611111111,0,3.1
"Dahme","Schleswig-Holstein","Dahme, Schleswig-Holstein","(SH)",6.6,2.85,3.42649166666667,0,1
"Ruhpolding","Bayern","Ruhpolding, Bayern","(BY)",5.6,3.55,3.58703472222222,0,12.1
"Stade","Niedersachsen","Stade, Niedersachsen","(NI)",6.6,4.1,4.0849125,0,2.2
"Dangast","Niedersachsen","Dangast, Niedersachsen","(NI)",6.6,4.25,5.568625,0,2.3
"Oberhausen","Nordrhein-Westfalen","Oberhausen, Nordrhein-Westfalen","(NW)",6.2,2.4,3.64682638888889,0,1.5
"Gießen","Hessen","Gießen, Hessen","(HE)",6.1,6.25,3.07210138888889,0,1.9
"Siegen","Nordrhein-Westfalen","Siegen, Nordrhein-Westfalen","(NW)",4.6,5.15,0.934595833333333,0,3.5
"Hüde (Dümmer)","Niedersachsen","Hüde (Dümmer), Niedersachsen","(NI)",6.7,5.75,4.01021666666667,0,2.3
"Tübingen","Baden-Württemberg","Tübingen, Baden-Württemberg","(BW)",5.6,7.2,4.32624166666667,0,3.7
"Schneverdingen (Lüneburger Heide)","Niedersachsen","Schneverdingen (Lüneburger Heide), Niedersachsen","(NI)",6,4.55,2.96422777777778,0,3
"Landshut","Bayern","Landshut, Bayern","(BY)",6.3,3.65,4.04063888888889,0,4.1
"Beilngries (Altmühltal)","Bayern","Beilngries (Altmühltal), Bayern","(BY)",5.9,4.4,1.70298055555556,0,2.9
"Oberwiesenthal","Sachsen","Oberwiesenthal, Sachsen","(SN)",4.2,-0.2,1.28332638888889,0,5.7
"Baltrum","Niedersachsen","Baltrum, Niedersachsen","(NI)",6.1,-2.45,7.44542361111111,2,0
"Langeoog","Niedersachsen","Langeoog, Niedersachsen","(NI)",6.2,-2.45,7.44542361111111,2,0
"Spiekeroog","Niedersachsen","Spiekeroog, Niedersachsen","(NI)",6.7,3.85,6.25315416666667,0,2.1
"Amrum","Schleswig-Holstein","Amrum, Schleswig-Holstein","(SH)",7.1,4.25,5.04055694444444,1,0.5
